symbol,companyName,marketCap,sector,industry,exchange,price,volume,avgDollarVolume
CCD,Calamos Dynamic Convertible & I,734865280.0,,,NASDAQ,25.71,29630.0,2520582.69
ANNX,"Annexon, Inc.",734014592.0,,,NASDAQ,4.48,543335.0,11485595.520000001
SABR,Sabre Corporation,733306112.0,Technology,Software - Infrastructure,NASDAQ,1.855,2613716.0,10958449.6
ANRO,"Alto Neuroscience, Inc.",732761408.0,,,NYSE,20.88,92182.0,7041195.359999999
FISI,"Financial Institutions, Inc.",731939264.0,,,NASDAQ,37.18,27554.0,4275551.28
EVMN,"Evommune, Inc.",731172928.0,,,NYSE,20.3,57159.0,7602492.100000001
GDOT,Green Dot Corporation,730325184.0,,,NYSE,12.885,46909.0,6443595.225
FWRG,"First Watch Restaurant Group, I",729875456.0,,,NASDAQ,11.84,200206.0,17204751.36
BTBT,"Bit Digital, Inc.",729773120.0,,,NASDAQ,2.0899,28055953.0,46627021.165300004
GSM,Ferroglobe PLC,729690304.0,,,NASDAQ,3.905,676394.0,5129674.385
ZSQR,Z Squared Inc.,724926912.0,Technology,Software - Infrastructure,NASDAQ,14.095,184436.0,2121833.11
DSP,Viant Technology Inc.,723776640.0,,,NASDAQ,11.03,93636.0,2804498.8299999996
QNC,Quantum eMotion Corp.,722823040.0,Technology,Software - Infrastructure,AMEX,3.295,519447.0,2163490.41
REPL,"Replimune Group, Inc.",720858880.0,Healthcare,Biotechnology,NASDAQ,8.73,494745.0,65100919.5
MTA,Metalla Royalty & Streaming Ltd,720443712.0,Basic Materials,Other Precious Metals & Mining,AMEX,7.71,112414.0,3954196.86
REPX,"Riley Exploration Permian, Inc.",720088512.0,Energy,Oil & Gas E&P,AMEX,33.19,86365.0,13439261.61
IBCP,Independent Bank Corporation,713385088.0,,,NASDAQ,34.62,32454.0,6247144.38
RSKD,Riskified Ltd.,710817920.0,Technology,Software - Application,NYSE,4.935,447783.0,4458407.31
BIT,BlackRock Multi-Sector Income T,710145408.0,,,NYSE,12.445,150877.0,3404927.11
VELO,"Velo3D, Inc.",709880704.0,Technology,Computer Hardware,NASDAQ,23.8207,2054610.0,81319200.9428
ASGI,abrdn Global Infrastructure Inc,708169856.0,,,NYSE,22.39,68745.0,3413691.35
NGVC,Natural Grocers by Vitamin Cott,706660928.0,Consumer Defensive,Grocery Stores,NYSE,30.67,13462.0,4025744.2
MAKO,Mako Mining Corp,706646656.0,Basic Materials,Gold,NASDAQ,8.07,40592.0,1429939.44
SCZM,Santacruz Silver Mining Ltd.,705756736.0,Basic Materials,Other Industrial Metals & Mining,NASDAQ,7.61,100131.0,4079568.8000000003
GROY,Gold Royalty Corp.,705122112.0,,,AMEX,3.055,782834.0,6612804.12
GFR,Greenfire Resources Ltd.,704283776.0,,,NYSE,5.615,63481.0,1220190.0350000001
CTO,"CTO Realty Growth, Inc.",704050048.0,,,NYSE,20.84,48543.0,6467756.52
IGR,CBRE Clarion Global Real Estate,703252160.0,,,NYSE,4.645,200899.0,2827889.9349999996
TXO,"TXO Partners, L.P.",702960960.0,Energy,Oil & Gas E&P,NYSE,12.725,61289.0,2898691.375
GCMG,GCM Grosvenor Inc.,702860032.0,,,NASDAQ,11.64,62763.0,5706731.16
LAES,SEALSQ Corp,701715840.0,Technology,Semiconductors,NASDAQ,3.1499,7716829.0,45341304.8478
HOV,"Hovnanian Enterprises, Inc.",701423040.0,,,NYSE,119.705,51931.0,14044748.24
ISOU,IsoEnergy Ltd.,697232704.0,Energy,Uranium,AMEX,11.5,41423.0,1487398.5
BUI,"BlackRock Utility, Infrastructu",696930048.0,,,NYSE,28.42,29657.0,2712774.2600000002
ELA,Envela Corporation,694782592.0,,,AMEX,26.76,18891.0,3600236.8800000004
CBLL,"CeriBell, Inc.",694351360.0,,,NASDAQ,18.3,28026.0,5315930.4
SLDB,Solid Biosciences Inc.,694069760.0,Healthcare,Biotechnology,NASDAQ,7.05,192763.0,7910967.149999999
FDUS,Fidus Investment Corporation,693046720.0,,,NASDAQ,18.26,158534.0,5054842.760000001
HY,"Hyster-Yale, Inc.",692718336.0,,,NYSE,38.665,46051.0,3151352.16
HRTG,"Heritage Insurance Holdings, In",689630912.0,,,NYSE,22.78,57311.0,9058444.22
DC,Dakota Gold Corp.,689060032.0,,,AMEX,5.145,631808.0,7768255.425
FEIM,"Frequency Electronics, Inc.",688245952.0,,,NASDAQ,69.93,63041.0,12709497.780000001
MCS,Marcus Corporation (The),686778240.0,Communication Services,Entertainment,NYSE,22.35,37667.0,3357841.6500000004
PD,"PagerDuty, Inc.",686395456.0,Technology,Software - Application,NYSE,8.955,694117.0,21508468.245
CWBC,Community West Bancshares,685138688.0,,,NASDAQ,25.25,80341.0,6280457.75
TDUP,ThredUp Inc.,684561664.0,Consumer Cyclical,Internet Retail,NASDAQ,5.305,207896.0,12624165.264999999
TMQ,Trilogy Metals Inc.,684143424.0,Basic Materials,Other Industrial Metals & Mining,AMEX,3.965,772864.0,10336703.455
HSHP,Himalaya Shipping Ltd.,683970240.0,,,NYSE,14.5078,43315.0,4402885.1751999995
DLY,DoubleLine Yield Opportunities ,681250240.0,,,NYSE,14.035,45726.0,2774537.045
PKE,Park Aerospace Corp.,681244608.0,Industrials,Aerospace & Defense,NYSE,32.63,82640.0,8237312.98
SB,"Safe Bulkers, Inc",680439040.0,Industrials,Marine Shipping,NYSE,6.655,130541.0,3720723.9850000003
DNUT,"Krispy Kreme, Inc.",680118016.0,,,NASDAQ,3.945,617764.0,9402367.035
BWMX,"Betterware de Mexico, S.A.P.I. ",679701568.0,,,NYSE,18.25,12720.0,1577749.0
SPIR,"Spire Global, Inc.",679387648.0,Industrials,Specialty Business Services,NYSE,17.55,429038.0,32566113.450000003
OCS,Oculis Holding AG,678158016.0,Healthcare,Biotechnology,NASDAQ,11.23,369944.0,7155228.19
ASC,Ardmore Shipping Corporation,677935424.0,,,NYSE,16.615,151973.0,10649384.249999998
URG,Ur Energy Inc,677450816.0,Energy,Uranium,AMEX,1.705,4138329.0,16537095.08
RLMD,"Relmada Therapeutics, Inc.",677066368.0,Healthcare,Biotechnology,NASDAQ,6.455,361672.0,7924874.505
SIBN,"SI-BONE, Inc.",674996096.0,Healthcare,Medical Devices,NASDAQ,15.22,49622.0,10392687.82
CRMD,CorMedix Inc.,673117184.0,,,NASDAQ,8.58,313858.0,10527857.34
HIPO,Hippo Holdings Inc.,672637888.0,,,NYSE,25.835,8443.0,2869751.8000000003
OBE,Obsidian Energy Ltd.,671774336.0,Energy,Oil & Gas E&P,AMEX,10.06,349462.0,10632414.0
HELE,Helen of Troy Limited,668077568.0,,,NASDAQ,28.725,112434.0,18623911.2
VTS,"Vitesse Energy, Inc.",668024448.0,Energy,Oil & Gas E&P,NYSE,16.015,156407.0,8982301.02
ALLO,"Allogene Therapeutics, Inc.",667874048.0,,,NASDAQ,1.935,1576803.0,19687872.285
ACP,Aberdeen Income Credit Strategi,665621952.0,,,NYSE,5.305,99339.0,2728308.4499999997
BOE,Blackrock Enhanced Global Divid,665255488.0,,,NYSE,11.965,31254.0,1553810.795
GPRK,Geopark Ltd,662995072.0,,,NYSE,10.2499,242731.0,9163369.6004
PACK,Ranpak Holdings Corp,662972736.0,Consumer Cyclical,Packaging & Containers,NYSE,7.75,162436.0,4303350.25
OMER,Omeros Corporation,662958208.0,Healthcare,Biotechnology,NASDAQ,9.16,585237.0,13849425.36
DSGN,"Design Therapeutics, Inc.",661419392.0,,,NASDAQ,10.59,170784.0,7776957.12
CARE,"Carter Bankshares, Inc.",660327040.0,,,NASDAQ,29.715,62071.0,9361859.325
GRPN,"Groupon, Inc.",658642240.0,,,NASDAQ,17.34,297761.0,34447002.42
ANL,Adlai Nortye Ltd.,657502912.0,,,NASDAQ,10.21,46241.0,3552120.2600000002
AHRT,"AH Realty Trust, Inc.",656096960.0,,,NYSE,6.745,182263.0,8625715.095
NTGR,"NETGEAR, Inc.",655162048.0,Technology,Communication Equipment,NASDAQ,24.41,46881.0,12258726.41
SWIM,"Latham Group, Inc.",649873152.0,Industrials,Building Products & Equipment,NASDAQ,5.535,396787.0,4012100.1
BHK,Blackrock Core Bond Trust Black,649295744.0,,,NYSE,8.99,253080.0,2537903.97
GMRS,GMR Solutions Inc.,648950720.0,,,NYSE,12.015,73919.0,18142013.205000002
ODD,ODDITY Tech Ltd.,648772032.0,Consumer Defensive,Household & Personal Products,NASDAQ,11.295,310876.0,17710390.575
BLMN,"Bloomin' Brands, Inc.",648528192.0,,,NASDAQ,7.575,542385.0,20420571.375
MNTN,"MNTN, Inc.",647575040.0,Technology,Software - Application,NYSE,8.76,385303.0,6728783.76
AURA,"Aura Biosciences, Inc.",646166016.0,,,NASDAQ,6.25,132467.0,3238231.25
DGICA,"Donegal Group, Inc.",645404096.0,,,NASDAQ,17.42,15478.0,2015041.0800000003
AROW,Arrow Financial Corporation,644631744.0,,,NASDAQ,39.0,7505.0,3219567.0
CGNT,Cognyte Software Ltd.,644189568.0,,,NASDAQ,8.74,174865.0,6012980.16
FBRT,"Franklin BSP Realty Trust, Inc.",644180352.0,,,NYSE,8.37,190664.0,7819153.56
NFGC,New Found Gold Corp,643338240.0,Basic Materials,Gold,AMEX,1.675,917773.0,3087234.375
CLYM,"Climb Bio, Inc.",640773184.0,,,NASDAQ,11.19,225585.0,9644269.35
KRUS,"Kura Sushi USA, Inc.",640497088.0,Consumer Cyclical,Restaurants,NASDAQ,52.725,242324.0,19578585.150000002
UTZ,Utz Brands Inc,636138816.0,Consumer Defensive,Packaged Foods,NYSE,7.185,343408.0,13762271.145
PAR,PAR Technology Corporation,636016384.0,Technology,Software - Application,NYSE,15.42,275866.0,24495841.919999998
MRAM,"Everspin Technologies, Inc.",634491392.0,Technology,Semiconductors,NASDAQ,27.06,1381040.0,84055395.6
CCSI,"Consensus Cloud Solutions, Inc.",634361280.0,,,NASDAQ,34.48,15312.0,5101281.52
BTGO,"BitGo Holdings, Inc.",634297920.0,,,NYSE,5.47,494567.0,6398548.91
EVGO,EVgo Inc.,632426624.0,,,NASDAQ,2.015,826747.0,8810865.57
CLDT,Chatham Lodging Trust (REIT),632153792.0,,,NYSE,12.88,35348.0,4747812.720000001
ORN,"Orion Group Holdings, Inc.",629250432.0,Industrials,Engineering & Construction,NYSE,15.545,278261.0,5253044.125
CSTL,"Castle Biosciences, Inc.",628742976.0,,,NASDAQ,20.7301,45361.0,7722252.4714
HIFS,Hingham Institution for Savings,628413504.0,,,NASDAQ,286.0,7164.0,11474892.0
CTMX,"CytomX Therapeutics, Inc.",628072896.0,,,NASDAQ,2.885,1320693.0,14384878.305
BCAL,California BanCorp,627857408.0,,,NASDAQ,19.52,20751.0,3789749.44
SLDP,"Solid Power, Inc.",626579584.0,Consumer Cyclical,Auto Parts,NASDAQ,2.785,1864898.0,17878296.36
CSV,"Carriage Services, Inc.",625528448.0,,,NYSE,39.41,24873.0,4438472.43
DGXX,Digi Power X Inc.,623592128.0,,,NASDAQ,6.8963,2463358.0,67839165.1594
GMTL,Guardian Metal Resources PLC,623385536.0,,,AMEX,16.0,112967.0,4069120.0
SWBI,"Smith & Wesson Brands, Inc.",622244992.0,Industrials,Aerospace & Defense,NASDAQ,13.985,190670.0,7752542.795
CASS,"Cass Information Systems, Inc",619874560.0,,,NASDAQ,48.16,11487.0,3923161.76
GEMI,"Gemini Space Station, Inc.",618888512.0,,,NASDAQ,4.895,474654.0,10614337.579999998
SPPP,"""Sprott Physical Platinum and P",616768064.0,,,AMEX,14.15,121734.0,8132556.850000001
IRWD,"Ironwood Pharmaceuticals, Inc.",616477184.0,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,3.745,580154.0,9416817.48
MRLN,"Merlin, Inc.",616306048.0,Industrials,Aerospace & Defense,NASDAQ,6.385,1698100.0,14728892.459999999
CNNE,"Cannae Holdings, Inc.",615386752.0,,,NYSE,14.005,80642.0,8037413.48
EMD,Western Asset Emerging Markets ,615345600.0,,,NYSE,10.5856,55125.0,2311482.2016
GRNT,"Granite Ridge Resources, Inc.",615294784.0,,,NYSE,4.665,191217.0,4605670.53
VTEX,VTEX,612045120.0,Technology,Software - Application,NYSE,3.59,299840.0,4763915.64
GOOD,Gladstone Commercial Corporatio,612030016.0,,,NASDAQ,12.535,166234.0,5832171.985
BBOT,BridgeBio Oncology Therapeutics,611617728.0,,,NASDAQ,7.635,79407.0,2744500.005
KE,"Kimball Electronics, Inc.",610000960.0,Industrials,Electrical Equipment & Parts,NASDAQ,25.365,21011.0,3881631.315
IDR,"Idaho Strategic Resources, Inc.",609312000.0,,,AMEX,38.54,119115.0,10604242.459999999
BHB,"Bar Harbor Bankshares, Inc.",608910336.0,,,AMEX,36.37,15342.0,3862239.4099999997
SGP,"SpyGlass Pharma, Inc.",608487104.0,Healthcare,Biotechnology,NASDAQ,18.2,18512.0,1602855.8
DSU,"Blackrock Debt Strategies Fund,",608228416.0,,,NYSE,9.665,77146.0,2798858.355
GAIN,Gladstone Investment Corporatio,607683264.0,,,NASDAQ,15.26,48587.0,5600770.9799999995
MAMA,"Mama's Creations, Inc.",607552000.0,Consumer Defensive,Packaged Foods,NASDAQ,14.925,75840.0,6178651.5
IMMX,"Immix Biopharma, Inc.",606182464.0,,,NASDAQ,8.515,654351.0,8786918.01
THM,"International Tower Hill Mines,",603421632.0,Basic Materials,Gold,AMEX,2.27,363880.0,2433903.08
FAX,592314,602726400.0,,,AMEX,14.6,92847.0,2667872.6
RGR,"Sturm, Ruger & Company, Inc.",602692736.0,Industrials,Aerospace & Defense,NYSE,37.8,27239.0,5576331.6
RIGL,"Rigel Pharmaceuticals, Inc.",602612736.0,Healthcare,Biotechnology,NASDAQ,32.57,86349.0,11776562.89
TRAX,"First Tracks Biotherapeutics, I",601370176.0,Healthcare,Biotechnology,NASDAQ,17.235,133839.0,7313017.319999999
ANGX,"Angel Studios, Inc.",601179840.0,,,NYSE,3.225,343599.0,4632699.600000001
VLGEA,"Village Super Market, Inc.",600821056.0,Consumer Defensive,Grocery Stores,NASDAQ,40.57,8354.0,2259099.88
KRT,Karat Packaging Inc.,599910144.0,Consumer Cyclical,Packaging & Containers,NASDAQ,30.05,33641.0,2776559.9
ONT,"Onterris, Inc.",599369088.0,Industrials,Waste Management,NYSE,16.585,88895.0,8390815.88
ACRS,"Aclaris Therapeutics, Inc.",597062272.0,,,NASDAQ,4.275,265058.0,6019559.100000001
RYAM,Rayonier Advanced Materials Inc,596831232.0,Basic Materials,Chemicals,NYSE,8.85,268836.0,8763659.4
TLRY,"Tilray Brands, Inc.",596420096.0,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,4.9365,1663002.0,23227303.7205
NABL,"N-able, Inc.",596217280.0,Technology,Information Technology Services,NYSE,3.165,332672.0,4966698.405
ILPT,Industrial Logistics Properties,595989312.0,,,NASDAQ,8.94,99854.0,4039127.76
CADL,"Candel Therapeutics, Inc.",594954368.0,,,NASDAQ,8.12,1000765.0,14766642.239999998
BBNX,"Beta Bionics, Inc.",594341632.0,,,NASDAQ,13.3375,160423.0,13246805.0
LEGH,Legacy Housing Corporation,594235584.0,Consumer Cyclical,Residential Construction,NASDAQ,24.9872,3217.0,2329281.7968
TCMD,"Tactile Systems Technology, Inc",593906304.0,Healthcare,Medical Devices,NASDAQ,26.33,25638.0,7789019.59
IIM,Invesco Value Municipal Income ,591978176.0,,,NYSE,12.5725,75059.0,1659142.535
DDI,"DoubleDown Interactive Co., Ltd",589190400.0,,,NASDAQ,11.89,14178.0,1584080.9200000002
GAU,Galiano Gold Inc.,589037056.0,,,AMEX,2.255,886426.0,6651990.675
IHRT,"iHeartMedia, Inc.",586471360.0,,,NASDAQ,3.88,115041.0,4715558.0
MG,Mistras Group Inc,586381440.0,Industrials,Security & Protection Services,NYSE,18.43,24717.0,3059693.31
NVRI,Enviri Corporation,585896000.0,Industrials,Waste Management,NYSE,20.84,25206.0,29450775.4
BVS,Bioventus Inc.,583771392.0,,,NASDAQ,8.6168,95442.0,4863184.0512
NUAI,"New Era Energy & Digital, Inc.",582929280.0,Technology,Software - Infrastructure,NASDAQ,5.755,2592746.0,37194789.445
AMSF,"AMERISAFE, Inc.",581687296.0,,,NASDAQ,31.1,20040.0,7180585.7
ACNB,ACNB Corporation,578512320.0,,,NASDAQ,56.65,3090.0,3538642.25
EGY,"VAALCO Energy, Inc.",578400704.0,,,NYSE,5.405,327055.0,8206768.23
ASIX,AdvanSix Inc.,576518976.0,,,NYSE,21.385,48523.0,7991638.655
WRN,Western Copper and Gold Corpora,575365312.0,Basic Materials,Other Industrial Metals & Mining,AMEX,2.55,430635.0,5085962.25
TATT,TAT Technologies Ltd.,574893312.0,Industrials,Aerospace & Defense,NASDAQ,44.28,36227.0,9989833.68
SERV,Serve Robotics Inc.,574784512.0,Industrials,Specialty Industrial Machinery,NASDAQ,6.755,4094813.0,29619074.065
FIP,FTAI Infrastructure Inc.,574274880.0,,,NASDAQ,4.86,173222.0,4896362.5200000005
BWAY,Brainsway Ltd.,571729216.0,,,NASDAQ,14.26,16235.0,2096034.6199999999
PHR,"Phreesia, Inc.",571412160.0,Healthcare,Health Information Services,NYSE,9.25,285932.0,18303927.75
CSHR,CoinShares PLC,571267200.0,,,NASDAQ,4.335,22928.0,2335338.195
CLB,Core Laboratories Inc.,570676928.0,,,NYSE,12.38,124066.0,5950211.78
FET,"Forum Energy Technologies, Inc.",569057728.0,,,NYSE,50.34,43518.0,8389261.68
AVK,Advent Claymore Convertible Sec,567532096.0,,,NYSE,12.855,48616.0,2048289.99
CHW,Calamos Global Dynamic Income F,567435072.0,,,NASDAQ,8.885,78065.0,1946463.605
ITRG,Integra Resources Corp.,566304640.0,Basic Materials,Other Precious Metals & Mining,AMEX,2.8,1473325.0,8439317.6
GUT,Gabelli Utility Trust (The),566269568.0,,,NYSE,6.32,60895.0,1204389.76
ACHV,"Achieve Life Sciences, Inc.",564111488.0,,,NASDAQ,5.495,348449.0,7914591.37
IIIN,"Insteel Industries, Inc.",563952896.0,,,NYSE,29.02,127119.0,7232277.34
MLR,"Miller Industries, Inc.",563746112.0,Consumer Cyclical,Auto Parts,NYSE,49.47,5543.0,4439239.92
ETJ,Eaton Vance Risk-Managed Divers,563315904.0,,,NYSE,8.37,36482.0,1270482.2999999998
BDN,Brandywine Realty Trust,561089216.0,,,NYSE,3.23,311461.0,7078628.9799999995
AEXA,American Exceptionalism Acquisi,560884480.0,,,NYSE,11.34,62347.0,1121197.14
EH,EHang Holdings Limited,560497216.0,,,NASDAQ,7.39,623458.0,6355023.109999999
MLAB,"Mesa Laboratories, Inc.",559399232.0,Technology,Scientific & Technical Instruments,NASDAQ,101.25,102581.0,15689193.75
DRUG,Bright Minds Biosciences Inc.,559385600.0,,,NASDAQ,57.01,76677.0,15463620.44
NRDS,"NerdWallet, Inc.",559289664.0,Communication Services,Internet Content & Information,NASDAQ,8.5,145832.0,7525568.5
ELMT,The Elmet Group Co.,558075136.0,,,NASDAQ,18.615,307086.0,18785085.255
CARS,Cars.com Inc.,557073664.0,,,NYSE,9.965,200262.0,11852759.635
MCFT,"MasterCraft Boat Holdings, Inc.",556869952.0,Consumer Cyclical,Recreational Vehicles,NASDAQ,22.99,23098.0,3508113.07
IIIV,"i3 Verticals, Inc.",556675072.0,,,NASDAQ,19.93,79239.0,7364274.51
CIVB,"Civista Bancshares, Inc.",556578048.0,,,NASDAQ,26.78,23192.0,2300053.86
EROK,"EagleRock Land, LLC",556349376.0,,,NYSE,20.19,33696.0,12843949.260000002
OXM,"Oxford Industries, Inc.",551548608.0,Consumer Cyclical,Apparel Manufacturing,NYSE,36.94,132655.0,14045622.319999998
BBCP,"Concrete Pumping Holdings, Inc.",551052096.0,,,NASDAQ,10.935,84464.0,2797807.23
MAX,"MediaAlpha, Inc.",549271488.0,Communication Services,Internet Content & Information,NYSE,10.16,113414.0,5848949.44
MDXG,"MiMedx Group, Inc",548865024.0,Healthcare,Biotechnology,NASDAQ,3.685,428515.0,5672530.545
SFIX,"Stitch Fix, Inc.",548380288.0,Consumer Cyclical,Apparel Retail,NASDAQ,4.11,619551.0,8270692.74
BWMN,Bowman Consulting Group Ltd.,548167168.0,,,NASDAQ,31.31,15740.0,4322909.08
AIOT,"PowerFleet, Inc.",545979456.0,,,NASDAQ,4.07,733617.0,6927856.32
BWB,"Bridgewater Bancshares, Inc.",545398656.0,,,NASDAQ,19.56,19216.0,1567518.8399999999
BETR,Better Home & Finance Holding C,544205696.0,,,NASDAQ,28.84,71250.0,15095403.959999999
ETD,Ethan Allen Interiors Inc.,544042752.0,,,NYSE,21.38,110831.0,9678854.28
CBNK,"Capital Bancorp, Inc.",543206592.0,,,NASDAQ,33.35,18203.0,2435683.9
MBUU,"Malibu Boats, Inc.",542375040.0,Consumer Cyclical,Recreational Vehicles,NASDAQ,27.62,29848.0,9752649.620000001
HUYA,HUYA Inc.,540009280.0,,,NYSE,2.35,575943.0,2790552.15
CLFD,"Clearfield, Inc.",539909248.0,,,NASDAQ,39.73,35639.0,11359402.95
GDYN,"Grid Dynamics Holdings, Inc.",539806208.0,,,NASDAQ,6.455,310038.0,12439798.435
GLRE,"Greenlight Reinsurance, Ltd.",538457280.0,,,NASDAQ,16.235,13002.0,3497376.17
CTGO,Contango Silver & Gold Inc.,538342400.0,,,AMEX,17.495,178953.0,9417628.48
PUBM,"PubMatic, Inc.",536884864.0,Technology,Software - Application,NASDAQ,11.56,72726.0,7942205.5200000005
TECX,"Tectonic Therapeutic, Inc.",533997952.0,Healthcare,Biotechnology,NASDAQ,28.3,8872.0,5754691.8
CPS,Cooper-Standard Holdings Inc.,531593216.0,,,NYSE,29.94,19105.0,5436145.92
NVEC,NVE Corporation,531120960.0,Technology,Semiconductors,NASDAQ,109.8,50470.0,13450500.0
OSPN,OneSpan Inc.,530512480.0,Technology,Software - Infrastructure,NASDAQ,14.31,47069.0,8284917.600000001
EVH,"Evolent Health, Inc",529785824.0,,,NYSE,4.71,440710.0,13081148.94
AQST,"Aquestive Therapeutics, Inc.",529110976.0,,,NASDAQ,4.2177,391065.0,6389296.7228999995
DNA,"Ginkgo Bioworks Holdings, Inc.",528553536.0,,,NYSE,8.0912,239683.0,10049270.4
TRC,Tejon Ranch Co,526626496.0,Industrials,Conglomerates,NYSE,19.51,19183.0,1791310.6500000001
TMCR,The Metals Royalty Company Inc.,526384256.0,Basic Materials,Other Industrial Metals & Mining,NASDAQ,9.56,23596.0,1091885.84
CTKB,"Cytek Biosciences, Inc.",524964608.0,,,NASDAQ,4.065,677148.0,3557700.1950000003
CTEV,Claritev Corporation,524730912.0,,,NYSE,30.78,24987.0,4378855.140000001
PRTH,"Priority Technology Holdings, I",524553024.0,Technology,Software - Infrastructure,NASDAQ,6.3694,58485.0,1574967.9074
DPG,Duff & Phelps Global Utility In,523618816.0,,,NYSE,14.3501,47157.0,1152671.7825
NGS,"Natural Gas Services Group, Inc",523462048.0,Energy,Oil & Gas Equipment & Services,NYSE,41.55,20892.0,4373677.649999999
BGY,Blackrock Enhanced Internationa,523298496.0,,,NYSE,5.775,62970.0,2097052.6500000001
GUG,,522734336.0,,,NYSE,15.85,16739.0,1233748.15
DDD,3D Systems Corporation,522689600.0,,,NYSE,3.2,1739978.0,13565142.4
TOI,"The Oncology Institute, Inc.",522410816.0,Healthcare,Medical Care Facilities,NASDAQ,5.225,333133.0,9109202.299999999
BME,Blackrock Health Sciences Trust,521874016.0,,,NYSE,40.3799,22687.0,2031714.6685
HBCP,"Home Bancorp, Inc.",521848672.0,,,NASDAQ,66.54,24551.0,6914304.48
SD,"SandRidge Energy, Inc.",520543776.0,Energy,Oil & Gas E&P,NYSE,14.0999,53959.0,5534718.3464
BSRR,Sierra Bancorp,520420736.0,,,NASDAQ,39.79,6086.0,2107795.67
HQL,TeklaLife Sciences Investors,519673536.0,,,NYSE,17.09,27837.0,1778795.56
OPTU,"Optimum Communications, Inc.",518768000.0,Communication Services,Telecom Services,NYSE,1.325,4650928.0,9246617.174999999
XMAX,"XMAX, Inc.",518040992.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,8.145,213911.0,10624745.25
NPCE,"Neuropace, Inc.",516861152.0,Healthcare,Medical Devices,NASDAQ,15.16,17726.0,2789697.72
ADV,Advantage Solutions Inc.,516787520.0,,,NASDAQ,38.87,187138.0,3532894.3
EBF,"Ennis, Inc.",515831744.0,,,NYSE,20.39,12519.0,3215401.0500000003
SRTA,"Strata Critical Medical, Inc.",512237280.0,Healthcare,Medical Care Facilities,NASDAQ,5.92,517644.0,5282504.8
PRME,"Prime Medicine, Inc.",512050496.0,Healthcare,Biotechnology,NASDAQ,2.835,736921.0,6881106.33
ACIC,American Coastal Insurance Corp,511780352.0,,,NASDAQ,10.56,73613.0,2379326.4
DDL,Dingdong (Cayman) Limited,510564384.0,,,NYSE,2.335,288024.0,1049769.3
NMG,Nouveau Monde Graphite Inc.,510127200.0,Basic Materials,Other Industrial Metals & Mining,NYSE,1.55,238553.0,1828829.5
FLGT,"Fulgent Genetics, Inc.",510075168.0,,,NASDAQ,17.96,55284.0,9963723.08
ASTL,Algoma Steel Group Inc.,509027008.0,,,NASDAQ,4.83,132949.0,6255009.39
BLZE,"Backblaze, Inc.",506524320.0,,,NASDAQ,8.44,451317.0,14240179.0
BGB,Blackstone / GSO Strategic Cred,505736512.0,,,NYSE,11.3194,39214.0,1593013.1202
ECC,Eagle Point Credit Company Inc.,505698528.0,,,NYSE,3.825,244660.0,4199368.05
ALT,"Altimmune, Inc.",505632800.0,,,NASDAQ,2.6,728236.0,9887670.0
OSS,"One Stop Systems, Inc.",504544864.0,Technology,Computer Hardware,NASDAQ,20.37,1475785.0,36901966.08
CHCT,Community Healthcare Trust Inco,504435008.0,,,NYSE,17.655,15101.0,3360417.39
PROK,ProKidney Corp.,502929248.0,Healthcare,Biotechnology,NASDAQ,1.665,180080.0,1584577.17
CERS,Cerus Corporation,502545440.0,,,NASDAQ,2.5081,563152.0,5622174.5167000005
PKOH,Park-Ohio Holdings Corp.,502208160.0,Industrials,Specialty Industrial Machinery,NASDAQ,34.88,14391.0,2039084.8
EIM,100401,502167136.0,,,AMEX,9.775,65195.0,1230780.0250000001
ETO,Eaton Vance Tax-Advantage Globa,500739552.0,,,NYSE,30.555,66041.0,1207441.935
ANGO,"AngioDynamics, Inc.",499752288.0,,,NASDAQ,12.095,50031.0,4748376.05
SSTK,"Shutterstock, Inc.",497249056.0,Communication Services,Internet Content & Information,NYSE,13.535,52432.0,5140863.7
FBIZ,First Business Financial Servic,496838112.0,,,NASDAQ,59.415,3895.0,2432509.515
FTHY,,496803072.0,,,NYSE,13.51,15492.0,1401284.22
IGD,Voya Global Equity Dividend and,494899936.0,,,NYSE,6.275,61205.0,1850372.0
ADUR,Aduro Clean Technologies Inc.,492997568.0,,,NASDAQ,14.0904,392025.0,5805723.8736000005
PANL,Pangaea Logistics Solutions Ltd,491593152.0,Industrials,Marine Shipping,NASDAQ,7.515,181918.0,4306034.88
CWH,"Camping World Holdings, Inc.",491325536.0,,,NYSE,7.735,423516.0,23248432.025000002
TASK,"TaskUs, Inc.",491317056.0,Technology,Information Technology Services,NASDAQ,5.365,213615.0,3447028.595
AGMB,AgomAb Therapeutics NV,490509856.0,,,NASDAQ,9.96,57378.0,1427865.6
ESEA,Euroseas Ltd.,490313152.0,,,NASDAQ,69.49,14553.0,5710062.79
MNRO,"Monro, Inc.",489712064.0,Consumer Cyclical,Auto Parts,NASDAQ,16.31,248484.0,16347839.2
IFN,"India Fund, Inc. (The)",489559104.0,,,NYSE,11.478,30814.0,2146776.252
JOUT,Johnson Outdoors Inc.,489168128.0,Consumer Cyclical,Leisure,NASDAQ,46.7,33887.0,3755193.7
